"A viral video showing a Kodiak bear eating ice cream at a Canadian drive-thru window has led to a criminal charge for the owners of the zoo where the bear resides. “We made a mistake,” Doug Bos, one of the owners of Discovery Wildlife Park in Innisfail, Alberta, told The",|
"U.S. Secretary of State Mike Pompeo departed North Korea on Wednesday with three Americans the country had been holding in captivity, another sign that relations between the U.S. and North Korea are warming in advance of a first-of-its-kind nuclear summit. President Donald Trump announced the prisoners’ release on Twitter, noting",|
"Once it became clear Tuesday night that Don Blankenship would not be a Republican nominee for U.S. Senate, a jubilant Betty Harrah logged onto Facebook to show her gratitude to her fellow West Virginians. “For the first time in 8 years I feel like dancing,” Harrah wrote. “Thanks everyone that",|
"“Cocaine Mitch” had the last laugh. Team Mitch, the official campaign Twitter feed of Senate Majority Leader Mitch McConnell (R-Ky.), made it snow after former coal baron Don Blankenship lost the Republican primary for U.S. Senate in West Virginia on Tuesday. Blankenship’s campaign was marked by repeated attacks on McConnell,",|
"Tom Williams via Getty Images Rep. Mike Conaway, R-Texas, at the Capitol in July 2017. He is the lead author of the 2018 farm bill, which which faces opposition from Democrats and fiscal conservatives. WASHINGTON ― Every five years, Congress passes a farm bill that pairs farm subsidies and food",|
"Maria Baranova Daniel K. Isaac (left) and Juan Francisco Villa star as William Inge and Tennessee Williams in ""The Gentleman Caller,"" which opens May 10 in New York. In “The Gentleman Caller,” Daniel K. Isaac and Juan Francisco Villa portray two legendary playwrights of the 20th century. Though the story",|
"Democrats on the House Intelligence Committee reportedly plan to release details about 3,000 Facebook ads linked to the Russian campaign to influence the last presidential election. According to The Wall Street Journal, the files could be released as early as this week and may show images of the promoted material,",|
"Netflix is adding quite a few quality movies over the next few days. The recently Oscar-nominated “The Incredibles 2” hits the service Wednesday (you can read more about that below). “Ant-Man and the Wasp,” another recent Disney blockbuster, joins the day before. Then on Friday, Netflix gets 18 new movies,",|
"A new book about Robin Williams features a heartbreaking anecdote about his shattered confidence toward the end of his life. While shooting the 2014 film “Night at the Museum: Secret of the Tomb,” the Oscar-winning actor was in the throes of a deep depression, according to “Robin” by David Itzkoff.",|
"In a potentially ground-breaking move, a British data watchdog has ordered Cambridge Analytica to turn over all the information it collected on an American voter, including any personal data from Facebook. The firm, founded by key Trump supporters Robert and Rebekah Mercer and overseen by former White House chief strategist",|
"How excited should you be? Amazon doesn’t have as many British crime shows as Netflix, so adding this highly stylized detective thriller should be a welcome move for fans of that genre. Malkovich elevates everything he stars in (even with a ridiculous accent this time around) and Grint looks nothing",|
"Fox News host Neil Cavuto has fired back at the Donald Trump supporters who sent him insulting messages following his Thursday takedown of the president. Cavuto ended Friday’s episode of “Your World” by reading out a sample of the tweets, Facebook posts and emails he’d received from viewers — some",|
"Last week at a conference in France, Amazon announced a new Alexa feature that makes it possible to use the smart assistant as a repository for small bits of information. That feature is starting to roll out today to users in the U.S. as “Remember This.” The skill goes like",|
Actresses Jada Pinkett Smith and Gabrielle Union have buried the hatchet. Pinkett Smith said in an interview Thursday that a “touching” episode on her new Facebook Watch show “Red Table Talk” features the two ending their mysterious feud. “We haven’t really been on the best of terms for 17 years,|
"A man from Westchester, New York was rushed to a hospital last month when his Apple Watch alerted him to a dangerously fast heartbeat. That notification helped save his life, doctors said. William Monzidelis, 32, was working at his family’s bowling alley in the Bronx when he became dizzy and",|
"When will people learn that attacking Stormy Daniels on Twitter is a sucker’s game? Daniels (aka Stephanie Clifford) has made some truly epic comebacks to her haters in the past, but she may have topped herself Friday morning during an exchange with Roseanne Barr — with some help from Patricia",|
"The ladies of Twitter never fail to brighten our days with their brilliant ― but succinct ― wisdom. Each week, HuffPost Women rounds up hilarious 280-character musings. To see this week’s great tweets from women, scroll through the list below. Then visit our Funniest Tweets From Women page for our",|
"Facebook plans to play online cupid with its soon-to-be-released dating service. But “The Late Show with Stephen Colbert” has some reservations about how things will work out for couples hooking up over the social media platform. On Wednesday’s episode, Colbert’s crew imagined how a first date organized via the new",|
"Tom Williams via Getty Images Rev. Patrick Conroy, chaplain of the House, attending the 2013 National Days of Remembrance ceremony to honor the victims of the Holocaust. House Speaker Paul Ryan (R-Wis.) said Thursday that he accepts House Chaplain Patrick Conroy’s decision to rescind his resignation. “I have accepted Father",|
"A Republican vying for the Georgia governor’s seat thinks the rationale behind the Boy Scouts of America (BSA) decision to drop “boy” from one of its program’s names would have led to America’s defeat by Nazi Germany in World War II. Georgia state Sen. Michael Williams, a candidate in this",|
Twitter Al Giordano has run sessions of his School of Authentic Journalism on and off since 2003. Veteran journalist and liberal activist Al Giordano sexually harassed at least three younger women who attended his School of Authentic Journalism and threatened to cut off people who crossed him from the school’s,|
"Jim Carrey mocked President Donald Trump and Dr. Harold Bornstein in his latest artwork. The actor-turned-artist shared a new piece on Twitter Wednesday, one day after Bornstein claimed that in 2015, Trump dictated a letter to him that praised the then-presidential candidate’s “extraordinary” stamina. In Carrey’s painting, titled “Hippocratic Oaf,”",|
"It’s a hair-raising theory, but some people are suggesting that a so-called mustache battle is behind the departure of Donald Trump’s lawyer Ty Cobb. The official word is that Cobb simply wants to retire, but moments after Wednesday’s announcement, Twitter users took to the platform to suggest Cobb’s real reason",|
"Drag performers across the United Kingdom are preparing to mobilize against President Donald Trump when he visits this summer. A Facebook event calling on “drag kings, queens, queers and our allies” to march against Trump’s upcoming U.K. visit, tentatively scheduled for July 13, has already garnered almost 1,000 confirmed guests",|
"Kanye West’s latest foray into Twitter commentary may have boosted the rapper’s standing with the GOP, according to a new HuffPost/YouGov poll ― which also finds Americans split on whether celebrities should offer up their political views. West is still more likely to be seen negatively than positively by members",|
"A group of conservative Christian marchers will take to Washington, D.C., Saturday to promote their “freedom from homosexual [and] transgender lifestyles” ― and a survivor of the June 2016 Pulse nightclub massacre will be among them. Luis Javier Ruiz, 34, wrote of his “struggles of perversion” in a Facebook post",|
"Embattled political research firm Cambridge Analytica is closing all of its operations with plans to file for bankruptcy in the U.S., it announced on Wednesday. The London-based company, which was hired by President Donald Trump’s 2016 campaign, was outed in March as having harvested personal data on millions of Facebook",|
"Tonight at 11/10c, Facebook is getting into the dating game...minus the hookups. pic.twitter.com/Bqaa3BlJAO Trevor Noah is not impressed with Facebook’s upcoming foray into the world of dating. On Tuesday’s broadcast of “The Daily Show,” the comedian broke down why he doesn’t believe Facebook CEO Mark Zuckerberg’s “sweet” plan to foster",|
"A middle school student in Florida let her finger do the talking during a photo-op with Rep. Matt Gaetz (R-Fla.) on Monday. Gaetz shared the image of him visiting with students at Shoal River Middle School in Crestview, Florida, on Facebook. While many of the students are smiling, waving, dabbing",|
"Bloomberg via Getty Images CEO Mark Zuckerberg says Facebook will rank news organizations to determine the play they get in its News Feed. MENLO PARK, Calif. ― Facebook CEO Mark Zuckerberg said in a meeting Tuesday with media executives that the company has begun implementing a system of ranking news",|
"Sweden’s famed meatballs aren’t Swedish after all. The nation’s official Twitter account made the startling confession on Tuesday, saying the tasty treat ― great for a snack, a meal or a shopping break in Ikea ― is actually from 1,600 miles away: Swedish meatballs are actually based on a recipe",|
"By popular demand from users and Congresspeople alike, Facebook’s chief privacy officer announced in a post that Clear History will be both a monitoring tool and a set of controls. It allows users to see which websites and apps using Facebook ads and analytics (including those with the ‘Like’ button)",|
"Facebook has terminated an employee who allegedly used internal tools and data to stalk women online, the social media confirmed to HuffPost on Tuesday. Representatives for the social media company reportedly reached out to Jackie Stokes, founder of cybersecurity consulting firm Spyglass Security, after she tweeted the accusation about a",|
"UPDATE: Aug. 2 — Claire Foy, the leading star of the hit Netflix series “The Crown,” said in an interview published last week that a report she had received back pay for her role as Queen Elizabeth II during the show’s first two seasons was “not quite correct.” The Daily",|
"Facebook (FB) wants to help get you … into a long-term relationship. That’s according to CEO Mark Zuckerberg, who announced that his company will begin rolling out a new dating feature during the social network’s F8 developer conference on Tuesday. The dating app, Zuckerberg said, is meant to help bring",|
"Green Day’s seminal 2004 hit “American Idiot” could top the singles music chart in the United Kingdom this summer if an anti-President Donald Trump campaign continues to gain strength. More than 14,000 have joined a Facebook page that calls on people to download the song between July 6 and July",|
"What do puppies, Mark Zuckerberg’s musings and a five-night family vacation in the Bahamas for the low, low price of $497 per person have in common? Facebook thought they might be hate speech. The social media platform kicked off its annual Facebook Developers Conference on Tuesday morning, and it inadvertently",|
"In case you needed another reason to be excited about the new season of last year’s TV lightning rod “13 Reasons Why,” Netflix has two: a teaser and a release date. Based on Jay Asher’s young adult book of the same name, the controversial teen drama starring Dylan Minnette and",|
"The surgeon who operated on Kanye West’s mother in 2007 just before she passed away has penned an open letter to the rapper to explain the circumstances surrounding her death. The “Life of Pablo” artist posted the letter from Dr. Jan Adams, originally obtained by The Blast, to his Twitter",|
"Netflix The Bluth family celebrates as only they know how. For some reason, “Arrested Development” creator Mitch Hurwitz has remixed the fourth season of his own show, ahead of the much-anticipated debut of Season 5, and on Tuesday he tweeted its imminent release. “Arrested Development Season 4 Remix: Fateful Consequences”",|
"Gilbert Carrasquillo via Getty Images Harvey Weinstein, seen here in April 2017, has been accused by more than 80 women of a range of sexual misconduct. A producer on the canceled Netflix show “Marco Polo” has accused disgraced film mogul Harvey Weinstein of repeated sexual assault and abuse over a",|
"For the second year in a row, President Donald Trump didn’t attend the White House Correspondents’ Association’s annual dinner. He did, however, make time to slam the event on Twitter. But what would Trump have said if he had gone? The animated Trump in the Showtime series “Our Cartoon President,”",|
"Netflix is adding quite a few quality movies over the next few days. The recently Oscar-nominated “The Incredibles 2” hits the service Wednesday (you can read more about that below). “Ant-Man and the Wasp,” another recent Disney blockbuster, joins the day before. Then on Friday, Netflix gets 18 new movies,",|
"In 2014, Facebook bought Jan Koum’s messaging app and turned him into a billionaire overnight. Now the WhatsApp co-founder is leaving his company, noting in a post on Facebook that it’s “time to move on.” Though Koum didn’t mention it in his public statement on Monday afternoon, The Washington Post",|
"Seth Rogen is finally weighing in on those sexual misconduct allegations against his longtime friend James Franco. Rogen recently sat down with Vulture to discuss his upcoming Netflix special “Hilarity For Charity,” his likable stoner persona and his work on “The Disaster Artist,” which Franco directed. When Vulture’s David Marchese",|
"Kathy Griffin issued a staunch defense of Michelle Wolf to critics who are calling on the comedian to apologize for her roast at Saturday night’s White House Correspondents’ Association dinner. In a series of messages posted to Twitter, Griffin said such calls were “absurd,” pointing out that the comedian was",|
"This is Ed Balls: Adam Holt / Reuters Ed Balls Back on April 28, 2011, the then British member of parliament searched his name on Twitter. But instead of typing his moniker into the search bar, he mistakenly wrote it into a tweet and hit send: Ed Balls — Ed",|
"President Donald Trump kickstarted his weekend by launching a blistering Twitter attack on Sen. Jon Tester (D-Mont.). The Senate Veterans’ Affairs Committee, of which Tester is the ranking Democrat, was probing allegations that White House physician Ronny Jackson had created “a hostile work environment,” which included the improper dispensation of",|
"Hey, he gave it a whirl. Kanye West posted a private text message between him and John Legend to Twitter on Thursday. Buzzfeed confirmed that Legend, who is identified as “JL,” texted the “Famous” rapper, encouraging him to distance himself from President Donald Trump. “So many people who love you",|
"How excited should you be? Amazon doesn’t have as many British crime shows as Netflix, so adding this highly stylized detective thriller should be a welcome move for fans of that genre. Malkovich elevates everything he stars in (even with a ridiculous accent this time around) and Grint looks nothing",|
"Here ya go, nerds! Netflix turned “Stranger Things” fans’ emotions upside down Friday when it announced that the third season is now in production by releasing a behind-the-scenes teaser. The video shows the series’ established stars and a few newcomers sitting down for a table read. It also features fan-favorite",|
"Chance the Rapper clarified Friday that he does not support Donald Trump after the president praised him for his support. It all began Wednesday when rapper Kanye West went on a Twitter rant expressing his support for Trump, causing an immediate backlash from critics who argue Trump doesn’t actually care",|
"A video showing former NFL player Desmond Marrow being violently arrested by police in Henry County, Georgia, is going viral, and one of the officers has been placed on administrative leave. The video was taken in December but Marrow posted it to Facebook Thursday. He said officers arrested him for",|
"Kevin Winter via Getty Images Wahlberg with ""All The Money In The World"" co-star Michelle Williams at the premiere on Dec. 18, 2017, in Beverly Hills, California. Mark Wahlberg knows we still have a “long way to go” before women and men are paid equally. “We want to continue to",|
"Serena Williams may pack a powerful punch with her tennis serve. But ax throwing? Yep, turns out she’s got that nailed, too. Jimmy Fallon challenged the tennis legend to an ax-throwing contest on Wednesday’s broadcast of “The Tonight Show.” Fallon emerged the overall winner, as Williams took her time to",|
"TONIGHT: Stephen noticed #Kanye getting ""kinda political"" on Twitter today. What's up @KanyeWest ? Are you angling for a job in the Trump White House? #LSSC pic.twitter.com/pKTSxnOTVe Stephen Colbert tried to decipher the latest tweets by Kanye West, who has fired off a series of messages in support of President",|
"On Wednesday’s broadcast of “The Daily Show,” the comedian imagined how the recent West/Trump Twitter lovefest could “confuse” people on the conservative network. “Why don’t these celebrity rap thugs stay out of politics and...” Noah imagined one of the network’s anchors saying, before suddenly flipping stance after finding out that",|
"Joy Reid claims a recent batch of screenshots appearing to show homophobic statements on her now-defunct blog are “fraudulent” and the result of a cyberattack. However, several aspects of the cyberattack claim seem highly questionable. The host of MSNBC’s “AM Joy” came under fire this week after a Twitter user",|
"Tom Williams via Getty Images President Trump has put forward some incredibly anti-abortion judicial nominees. Sens. Lisa Murkowski (left) and Susan Collins (right), who support women's reproductive rights, have voted to confirm all of them. WASHINGTON ― The Senate voted Tuesday to confirm one of President Donald Trump’s judicial nominees,",|
"We’ll just say it: This woman MacGyvered her baby’s birth. Tia Freeman, a member of the U.S. Air Force who lives in Nashville, Tennessee, had Twitter users on the edge of their seats Tuesday when she decided to share her incredible delivery story. Might as well tell you now lol.",|
"Peter Thiel, the Silicon Valley investor who helped fund a devastating lawsuit against Gawker Media, is no longer trying to take over what remains of the site. The PayPal co-founder has specifically agreed to not remove Gawker’s content from the internet or to pay anyone else to do so on",|
"Did Kanye West just confirm his presidential run on Twitter? The self-styled “greatest living rock star on the planet” set the social media platform abuzz Tuesday with the following message: 2024 — KANYE WEST (@kanyewest) April 25, 2018 On Monday, he also tweeted but then deleted a photo featuring this",|
"Pascal Le Segretain via Getty Images Kanye West and Kris Jenner attend the Givenchy show at Paris Fashion Week in 2016. The Kardashian karousel of kontroversies has spun back around to Kanye West, who’s spent the last few days on Twitter applauding various Trump supporters and generally confusing everybody who",|
"Bad Lip Reading ’s new spoof video reveals what really went down during Facebook CEO Mark Zuckerberg’s hearing before Congress. Zuckerberg was grilled by the House Energy and Commerce Committee earlier this month over the social media platform’s role in the Cambridge Analytica data scandal. On Tuesday, the YouTube channel",|
"There’s basically been one thing on the minds of all of Asian Twitter, and that’s “Crazy Rich Asians.” Since the release of the film’s trailer on Monday, which preceded a few advanced screenings this week, Asian-Americans are using social media to express just how much the movie means to them.",|
"Saul Porto/Reuters A damaged van is seized by police after it struck about two dozen people Tuesday at a major intersection in Toronto. A post on Toronto van attack suspect Alek Minassian’s Facebook account praised mass murderer Elliot Rodger and vowed an “Incel Rebellion,” although it is unclear whether Minassian",|
"MENLO PARK, Calif. (Reuters) - Facebook Inc on Tuesday released a rule book for the types of posts it allows on its social network, giving far more detail than ever before on what is permitted on subjects ranging from drug use and sex work to bullying, hate speech and inciting",|
"Rihanna sure didn’t have love on the brain when Chris Rock attempted to flirt with her. The comedian was on “The Tonight Show” Tuesday with Adam Sandler to promote their new Netflix movie “The Week Of” when host Jimmy Fallon mentioned he had seen Rock’s new stand-up act, “Tambourine,” live",|
"Anthony Hopkins is a venerable star of stage and screen, and now of the strangest selfie video you may ever see. The British “Westworld” actor posted a bizarre clip of himself cutting loose to Twitter on Sunday: This is what happens when you’re all work and no play... pic.twitter.com/2KvkJ2baw6 —",|
"Five months after his sentencing, Philadelphia-based rapper Meek Mill was released from prison Tuesday afternoon, according to multiple reports. Mill, also known as Robert Rihmeek Williams, was freed after the Pennsylvania Supreme Court overruled Judge Genece Brinkley’s prior decision to deny Williams bail last week. Brinkley, who initially sentenced Williams",|
"The wizarding world is about to get some black girl magic. Comedian Jessica Williams and author J.K. Rowling decided to spill quite a bit of tea during the intermission of the Broadway premiere of “Harry Potter and the Cursed Child” Sunday night. The two women, who are also friends, announced",|
Detroit Pistons’ Reggie Bullock proposed a colorful idea on Twitter on Sunday: Playing basketball in a rainbow-colored jersey to “incorporate #LGBTQ into sports.” The small forward implored the National Basketball Association to “make it happen” in his lifetime: Just woke up out a dream and thought about playing in a,|
"A soon-to-be celebrity bachelor and a much-despised reality TV bachelor revved up the Honda Indy Grand Prix of Alabama on Sunday. Apparently Tatum enjoyed life in the fast lane, hanging out with now-engaged “The Bachelor” star Arie Luyendyk Jr. They both said hello on Twitter to Luyendyk’s fiancee, Lauren Burnham,",|
"Model Chrissy Teigen put a Twitter user in their place after they attempted to mom-shame her. On Sunday evening, the pregnant mother seemed to be having a blast cooking up some red wine-braised short ribs and was tweeting up a storm about them. red wine braised short ribs pic.twitter.com/593xmCOgag —",|
"Aleksandr Kogan, the University of Cambridge psychology professor who harvested data from Facebook and sold it to Cambridge Analytica, apologized for a tactic that has spawned the wrath of internet users worldwide. Kogan told CBS’ “60 Minutes” he was “sincerely sorry” for assuming that everyone knew their data was being",|
"Streaming service Netflix has been looking to buy its own series of movie theaters, according to The Los Angeles Times. The newspaper, citing sources familiar with the matter, reported that the company attempted to reach a deal with L.A.-based Landmark theaters, but negotiations went south because Netflix believed the asking",|
"Twitter was incensed Saturday after Donald Trump used Barbara Bush’s funeral as an opportunity to tout his private business in a tweet, dubbing his Mar-a-Lago golf resort the “Southern White House.” Trump noted that he would be watching Bush’s funeral — on TV — at his golf resort. The latest",|
"Pennsylvania state Rep. Daryl Metcalfe (R) took aim at his Democratic colleagues, whom he deemed “liberal losers,” in a blistering, eyebrow-raising Facebook post on Friday. An outspoken opponent of same-sex marriage and other LGBTQ causes, Metcalfe had particularly harsh words for Democratic Rep. Brian Sims, whom he’s been clashing with",|
"President Donald Trump launched a Twitter attack on The New York Times and one of its highest-profile journalists on Saturday morning, as he predicted that his personal attorney Michael Cohen would remain loyal in the face of an FBI investigation. In three tweets, Trump claimed that the Times and its",|
"Busy Philipps said she’s “lucky that TMZ and the internet did not exist” when she and “Dawson’s Creek” co-star Michelle Williams hit the bar scene in Wilmington, North Carolina, in the early 2000s. “I feel very lucky that TMZ and the internet did not exist,” the actress said on Thursday’s",|
"A North Carolina student who protested alone during last month’s national walkout for gun control wasn’t alone Friday when he walked out again on the 19th anniversary of the Columbine High School massacre. Blackman took video, which he later uploaded to Twitter, showing that he was the sole person at",|
"The artist known for songs like “Wake Me Up” and “Levels” was highly respected in the electric dance music industry, even though he retired at age 26 in 2016. People on Twitter shared their heartbreak, memories, and love for Avicii after the news of his death, with his friends in",|
"At one point in “I Feel Pretty,” after the newly emboldened protagonist, Renee Bennett (Amy Schumer), has landed her dream job as a receptionist at a haughty cosmetics company, she is in the cafeteria when the couture-clad CEO, Avery LeClair (Michelle Williams), spots her. Bosses at bustling beauty enterprises are,",|
"A charter school network has apologized for an assignment asking students to list the positive and negative aspects of slavery, calling the worksheet a “clear mistake.” “To be clear, there is no debate about slavery,” Aaron Kindel, superintendent of Great Hearts Texas, said in a statement posted on Facebook Thursday.",|
"Jim Carrey is keeping his paintbrush busy. The actor/artist unveiled his latest portrait on Twitter this week, offering two views of Michael Cohen, President Donald Trump’s personal attorney who’s at the center of a federal investigation. The text surrounding the image refers to a threat Cohen once made to the",|
Tom Williams via Getty Images A mysterious ethics complaint has been filed against Rep. Ron DeSantis (R-Fla.) as he runs for governor. WASHINGTON ― A Florida attorney has filed a House ethics complaint against Rep. Ron DeSantis (R-Fla.) for previously renting a condo from campaign donors who are executives at,|
"Can you keep up, baby boy? Apparently so. Days after the history-making Destiny’s Child reunion at Coachella, Michelle Williams announced she’s engaged to boyfriend Chad Johnson. The singer revealed on Thursday that Johnson, a pastor and life coach, popped the question nearly a month before she took the stage with",|
"You won’t be able to watch the upcoming royal wedding on Netflix. But you can watch tons of related royal content to help you make it until May 19, when Prince Harry and Meghan Markle get married on the grounds of an actual castle. In my opinion, the only royal",|
"Some women find a sense of humor incredibly attractive, and the already smokin’ actor Idris Elba is about to dial up his sexy factor to 11 by starring in comedy. Netflix announced Wednesday that the former “Luther” actor will star in and executive produce a new original comedy series, “Turn",|
Kanye West is currently on something of a Twitter tear. The self-proclaimed “greatest living rock star on the planet” returned to the social media platform this week and immediately began offering up a plethora of advice to fellow creatives. But there was one post in particular that caused a buzz:,|
"Just how did President Donald Trump cope when Twitter temporarily went down on Tuesday? Late-night TV host Conan O’Brien thinks he knows. On Tuesday’s “Conan,” the comedian amusingly imagined how Trump responded to the momentary unavailability of his favorite social media platform. And it involved the opening of windows, and",|
"“He’s tweeted at me probably 50 times,” Comey said on Tuesday’s program. “I’ve been gone for a year. I’m like a breakup he can’t get over.” Trump attacked Comey on Twitter repeatedly last week, calling him an “untruthful slime ball” and a “proven LEAKER & LIAR” ahead of the release",|
"A lawyer representing relatives of an unarmed black man killed in a hail of police bullets in a California Walmart parking lot accuses officers of profiling, stalking and unjustifiably shooting him. Diante “Butchie” Yarber, 26, who had been driving his cousin and friends to a Walmart in Barstow, died when",|
"Leah Millis/Reuters “We do not allow hate groups on Facebook, overall,” according to Facebook CEO Mark Zuckerberg. While his genius may be largely uncontested, Mark Zuckerberg’s vision of Facebook is badly adrift from reality. He paints the social media behemoth he founded in 2004 as a tool “to bring the",|
"Netflix is adding quite a few quality movies over the next few days. The recently Oscar-nominated “The Incredibles 2” hits the service Wednesday (you can read more about that below). “Ant-Man and the Wasp,” another recent Disney blockbuster, joins the day before. Then on Friday, Netflix gets 18 new movies,",|
"Yes, while Beyoncé was absolutely killing it during her two-hour performance ― making history as the first black woman to headline the festival and bringing out former Destiny’s Child bandmates Kelly Rowland and Michelle Williams to perform a three-song medley ― some photos made it look like she’d gotten her",|
"“Queer Eye” star Antoni Porowski set social media ablaze this weekend in a pair of skimpy boxer briefs and a smile. The show’s resident food and wine guru stripped to his skivvies for a photo posted to his Twitter and Instagram accounts on Thursday. His art director boyfriend, Joey Krietemeyer,",|
"Kellyanne Conway’s suggestion on Monday that James Comey’s actions before the 2016 presidential election “swung” the outcome and enabled Donald Trump to win did not go unnoticed or unchallenged on Twitter. As part of a morning media blitz, Conway attacked the former FBI director during on ABC’s “Good Morning America.”",|
"Twitter users have taken a video Rihanna posted for her Fenty Beauty product Body Lava and re-created it with laugh-out-loud results. To backtrack a little, Rihanna’s makeup line, Fenty Beauty, dropped a luminizer called Body Lava in March. The product gives skin a dewy shine and glow. In debuting the",|
"Here’s some news that will capture the hearts of every fancy Asian, jungle Asian, mom, and pretty much anyone who appreciates hilarious standup. Comedian Ali Wong is releasing a Netflix special on Mother’s Day, May 13, titled “Hard Knock Wife.” To say we’re excited would be an understatement. Wong, a",|
"Beyoncé’s history-making performance at Coachella Valley Music and Arts Festival this weekend included many surprises, including one epic reunion with her former group, Destiny’s Child. The icon brought out former bandmates Kelly Rowland and Michelle Williams roughly 90 minutes into her two-hour set. Though the pair briefly reunited with Bey",|
"Leah Millis / Reuters Facebook CEO Mark Zuckerberg testifies for a House Energy and Commerce Committee hearing regarding the company's use and protection of user data on Capitol Hill in Washington, U.S., April 11, 2018. (REUTERS/Leah Millis) By David Ingram SAN FRANCISCO (Reuters) - Concern about Facebook Inc’s respect for",|
"Even Lady Gaga is a fan of teen Cardi B. A clip circulating on Twitter of the “Bodak Yellow” rapper performing Gaga’s “Bad Romance” in high school got Gaga’s attention this week. The circa-2009 video showed Cardi B, whose original name is Belcalis Almanzar, working the cover in a red",|
"Martin Scorsese will be directing a Netflix documentary special on the legendary comedy TV series “SCTV,” the streaming movie service announced on Thursday. “SCTV,” short for Second City Television, first aired in Canada in 1976 and ran for six seasons. It was started as an offshoot of the Toronto Second",|
"WASHINGTON ― It’s been a week since former Rep. Blake Farenthold (R-Texas) abruptly resigned amid pressure to repay $84,000 in taxpayer money that he used to settle a sexual harassment lawsuit against him. His departure, which was weird and involved him immediately deleting his Twitter and Facebook accounts, means an",|
"The ladies of Twitter never fail to brighten our days with their brilliant ― but succinct ― wisdom. Each week, HuffPost Women rounds up hilarious 280-character musings. To see this week’s great tweets from women, scroll through the list below. Then visit our Funniest Tweets From Women page for our",|
New York’s “hometown newspaper” is taking on President Donald Trump yet again with another absolutely savage front page. The New York Daily News posted its Friday cover on Twitter late Thursday: The headline is a reference to former FBI Director James Comey’s claim in his new memoir that Trump had,|
"“I take two things from these hearings. First, this was the Big Bang of Silicon Valley politics, with a host of important issues coming to light that will be debated and worked through for years. Already the consequences are rolling through. To take one example, Facebook rolled out a new",|
An observation made by one eagle-eyed Twitter user has “Star Wars” fans taking note of a heartbreaking connection between Luke Skywalker and Princess Leia. Luke’s story in “Episode IV: A New Hope” kicks off with a projection of Leia desperately asking for help. He embarks on a mission to do,|
"In an image shared on Twitter, the actor/artist depicted Zuckerberg as Marvin the Martian, the planet-claiming Looney Tunes character known for his temper: Congress gets a visit from planet Zuckerberg. “I shall prevent any further election meddling by destroying the Earth with my Illudium Q-36 Explosive Space Modulator App! The",|
"The Washington Post via Getty Images Facebook CEO Mark Zuckerberg appears at a House Energy and Commerce Committee hearing on Wednesday. His time on Capitol Hill this week led to many memes and edited images. But one is truly out of this world. Evan, who preferred to be identified by",|
